ID,userId,movieId,rating,timestamp
22312400,231579,1276,5.0,874363515
22579327,234558,2092,1.0,960863520
9867265,101704,2183,2.0,1174662216
79742,825,586,2.5,1460110735
8789991,90631,648,2.0,1225747621
11923042,123625,3068,4.0,945059693
4140970,43025,1482,4.0,925477160
13095843,136045,70286,4.0,1445104488
8876307,91506,924,2.5,1142280999
20078035,208773,86880,1.5,1476533401
13897573,144406,5669,3.5,1418748115
18550504,192554,7346,2.5,1441859297
10588585,109266,3793,3.0,1217719333
1217618,12500,7153,4.5,1476895495
14533476,151047,3363,4.0,1008703277
25452882,264990,3273,3.5,1152406566
14412832,149779,3354,1.0,974860004
6644686,68586,6401,3.0,1080672830
22505955,233689,527,5.0,1378572501
19051777,197834,2986,3.0,945897074
16414064,170603,5438,1.5,1118350118
20609373,214215,150,4.0,1242614083
3033895,31715,4902,4.0,1237595399
23930569,248475,3751,4.0,979081980
9033767,93257,912,5.0,1199727222
9926699,102281,1303,4.0,867266170
18903833,196281,96821,4.0,1430650666
17116409,177690,8529,4.0,1445288960
24688649,256634,6659,4.0,1168301352
16098918,167463,5992,4.0,1154398592
20313873,211030,260,5.0,1460418238
10015537,103320,4161,4.0,1116211013
6771934,69873,2937,4.5,1176098247
18850854,195769,1079,3.0,1162773217
14143173,146929,2012,2.5,1136407313
3344375,34803,5902,3.0,1253668773
20788187,216054,1978,4.0,1136487973
1783659,18508,3147,4.0,1293510778
7160095,73879,60069,4.0,1344193201
19967455,207612,58107,4.0,1474904966
7503859,77437,50,4.0,1459109321
18921691,196469,1270,5.0,1365945337
8836870,91118,955,0.5,1239132829
13275436,137997,54004,3.0,1499072741
21867023,227217,1876,3.0,992405316
6087032,62680,3024,4.5,1107178565
1421600,14646,111759,4.5,1477363767
25234308,262678,1499,3.0,861030917
3821251,39789,1456,3.0,1101921889
15276741,159001,6757,2.0,1075421460
20665774,214746,33679,1.5,1493102259
24993882,259994,1347,0.5,1283910620
25325440,263655,1080,5.0,1499474882
10708635,110547,743,3.0,861011647
24255232,251930,2294,2.0,1292583165
4303662,44621,1704,4.0,1078631831
3967907,41253,162,4.0,979841228
11258399,116774,33166,4.5,1412794181
11427520,118588,592,5.0,1041633096
2487903,25819,2948,4.0,1093927864
19214051,199510,1015,4.0,1483669106
22788019,236787,587,4.0,837168745
10480289,108212,4025,4.0,1196560229
6390494,65993,196,5.0,843854894
25875967,269250,1552,3.0,900466814
22809656,237003,4677,2.0,1004112885
7060161,72886,1219,4.5,1454147148
18348523,190468,2421,4.0,1088233490
1508201,15513,529,4.0,840071105
21907537,227638,122920,4.5,1498772402
4221425,43794,380,1.0,842185861
7082365,73123,1375,4.0,962299459
22855089,237473,968,3.5,1451782863
10281475,106115,7177,3.5,1119775350
19242519,199816,2858,5.0,944430128
25609653,266552,6863,3.0,1471362635
6728944,69428,81845,5.0,1461360638
20462082,212621,4144,5.0,1042219807
9802361,101145,329,3.0,835141874
12483301,129487,2709,2.0,1021338830
10569373,109095,410,5.0,1353289542
23498319,243841,6787,4.0,1440815137
8052849,83097,1911,2.0,1010428892
15563666,162047,1704,5.0,939044455
25341270,263830,830,0.5,1089185759
18401746,190989,2328,2.0,1483796179
3276699,34035,5388,4.0,1484328030
18995977,197229,480,4.0,847300411
12068569,125199,1136,4.0,1322087288
3414039,35512,59784,3.5,1430570055
17766956,184372,292,3.0,834107575
6209263,63975,80906,3.5,1457611742
19353206,201042,2706,3.5,1447562857
24575666,255449,31431,3.0,1235615981
3526353,36723,1912,4.0,974591524
25652840,266969,26524,4.0,1253235760
7960381,82058,51662,4.0,1425311278
13626210,141626,122904,3.0,1481035965
10653436,109954,924,4.0,851019631
13120759,136340,26322,2.5,1462648937
9778187,100911,1249,3.0,1010632011
11826334,122662,2005,3.5,1100061543
16149222,167954,112804,3.5,1423685157
4646442,47694,3478,4.0,961542667
25278450,263153,592,4.0,945314745
5126146,52821,4246,4.0,1142887514
1949867,20260,1732,4.0,1456277451
15745445,163774,2133,2.5,1226265993
6292900,64954,317,3.0,843600923
17427955,180858,527,4.5,1466925419
14157494,147103,2858,4.0,1463347743
7665749,79162,2470,3.5,1163157362
6054579,62364,108709,2.5,1487513494
12024455,124633,1373,1.0,1210204666
20231581,210321,2702,4.0,938678976
8025200,82756,87430,4.0,1471469357
13859825,144030,2123,3.5,1228074949
207818,2201,353,2.0,840623297
6278889,64817,1301,4.0,991357623
10548333,108887,2730,3.5,1270842317
6301142,65064,45106,3.5,1284709738
11805351,122504,110970,3.5,1455316856
3818495,39772,6333,3.0,1161110506
5679751,58513,589,5.0,983260386
22326445,231760,457,4.0,1455126729
13825840,143645,4876,3.5,1116925717
11268864,116880,1953,4.0,1450489699
17464244,181197,1136,5.0,1419797460
15105145,157151,2617,1.5,1128292987
16216951,168567,293,5.0,866754165
15469837,161006,631,3.0,865280417
20748931,215624,1230,1.0,1244695460
6916120,71309,223,2.5,1121854094
14620873,151984,919,4.5,1143851703
10209333,105350,47629,3.5,1335607704
20080894,208797,2052,3.0,1264586938
232192,2489,8361,3.0,1489261801
21802801,226464,86332,5.0,1340244125
13655202,141917,3248,4.5,1335304474
9381816,96899,61323,2.5,1254643074
16050747,167040,3253,3.0,981641053
18009286,186966,1588,2.5,1286941285
23333119,242185,265,5.0,835355697
11187098,115898,48738,4.5,1229772793
19081871,198218,62849,3.5,1459835438
1100740,11211,539,3.0,845648608
25969599,270276,7445,5.0,1424455920
8328896,85886,19,5.0,1142772701
7555126,78015,185,3.0,839341066
16049510,167030,7254,4.5,1082003929
11037211,114163,665,1.0,948172229
10763360,111114,3251,3.5,1364740804
8833698,91084,2409,4.0,1059819784
24156018,250943,587,5.0,837150186
19251932,199927,946,4.0,984857944
12889218,133841,30749,3.0,1167035260
4818602,49593,5477,4.0,1209564991
8724126,89932,832,3.0,855160478
17904724,185916,87869,3.0,1438946017
19941776,207323,1270,4.5,1431491909
2584812,26877,562,2.0,986259311
21602153,224442,2717,2.5,1126807710
16067866,167219,2174,3.5,1296939616
23771915,246784,4447,4.0,1110240831
23564710,244621,2289,4.0,940091065
5748460,59236,780,1.5,1079381528
7607132,78576,225,4.0,830451580
20576321,213840,2657,2.0,1165248511
20082534,208812,2686,4.0,1319016419
5179063,53374,1653,4.5,1479827997
6119856,63054,592,4.0,845287087
19962914,207555,77866,2.5,1487902802
8538413,87979,880,2.5,1085013051
23741380,246455,4022,3.5,1082179840
351731,3740,42632,4.5,1328154101
15785554,164185,237,1.0,963803163
15762433,163964,532,5.0,1204940351
16303696,169409,4007,4.0,1490245546
2283251,23735,594,5.0,1425664021
13891586,144368,3791,3.0,965416612
23123085,240052,8644,5.0,1266320763
208619,2208,72226,3.0,1471736112
24336134,252732,2054,1.5,1158678120
16488891,171410,593,5.0,838678357
20546769,213511,685,5.0,998906769
18559803,192668,1416,2.5,1483533601
12470481,129391,3967,4.0,1137263093
14821729,154168,45210,3.5,1282591287
323417,3437,5364,2.5,1169563815
26021557,270887,3717,5.0,1463281933
16577024,172344,527,2.5,1433076677
7736711,79788,457,3.5,1235041008
17724440,183897,109487,5.0,1491511230
21940384,227911,353,4.0,1114898922
19855589,206368,1197,3.0,995443064
18867329,195959,5225,3.5,1111198373
383225,4066,830,1.0,859104942
103589,1060,788,4.0,1217788256
11847720,122861,780,1.0,1077174211
4583284,47090,5646,3.5,1133394325
20127416,209331,1240,5.0,1141899297
20744636,215583,300,3.0,858075181
7522755,77668,1172,4.0,1156453000
6891222,71105,7163,3.0,1092765771
13454288,139925,3181,3.5,1097380240
282546,2979,248,4.0,828740561
500475,5185,157,2.0,939863866
18107023,187971,2273,3.0,1436699421
5881376,60513,1963,5.0,1455568465
3650860,38033,99750,3.0,1453917429
7656688,79042,80831,4.0,1498818486
13658734,141961,1704,3.5,1435114790
22681154,235690,484,2.5,1454144819
22425239,232747,2380,3.0,953271664
813745,8317,2667,1.0,944066221
9657091,99647,1375,4.0,944902155
6464802,66714,982,4.0,887905902
13083513,135900,1961,3.5,1324619347
22419662,232678,296,4.0,944931483
9939528,102430,198,4.0,944951976
8293997,85513,508,4.0,1498367341
19144577,198848,260,5.0,859132848
17009687,176714,300,2.0,1003015693
2137439,22207,141,3.0,847712980
23225521,241023,593,4.5,1447506835
10679862,110243,3752,3.5,1267951179
25713309,267627,1953,4.5,1173083744
16005406,166603,280,5.0,854118769
11593777,120226,1210,4.0,858590563
12582030,130601,1704,5.0,975717136
2981534,31115,1287,5.0,944942451
2273714,23607,3176,5.0,974856487
10099875,104197,1092,3.0,945174170
5639627,58086,3948,3.0,983923836
24550608,255186,293,4.0,1197097212
15533812,161667,1270,4.0,910245459
3397048,35284,78349,3.0,1472266456
17474745,181342,1721,3.0,981311872
23384712,242770,119190,0.5,1435141322
25177032,261991,134130,4.5,1470701013
4013114,41707,122886,5.0,1451524065
19189535,199260,852,5.0,849112282
873340,8944,2352,2.0,1273812862
23707073,246050,5959,4.0,1190514300
21065247,218910,4326,4.0,1456393923
19267001,200124,2013,3.0,938876126
4753243,48913,4823,0.5,1104788197
5621225,57904,4993,4.5,1174018206
3127618,32645,588,3.0,844625478
8148683,83972,1552,2.0,1006640014
15838395,164736,2423,0.5,1452402002
22586684,234643,185,5.0,840561552
5593006,57587,3107,3.0,958107498
7353392,75786,8958,4.0,1309025737
22078635,229254,3686,3.0,998781602
12221859,126804,7762,5.0,1450107192
17640785,182967,540,1.0,891434013
16490952,171422,1265,4.0,974225629
12909491,134058,48516,4.0,1328387376
22925211,238096,358,3.0,965304927
1488832,15317,2628,4.0,1346593207
8000951,82490,2701,1.0,965847211
400849,4219,56174,3.5,1415386743
23113659,239964,97328,4.0,1468038155
9601043,99039,32587,4.0,1176665752
8645710,89111,71535,4.5,1346067310
23987562,249056,4162,2.0,1155624572
16660005,173237,6618,2.0,1299109799
560754,5709,1291,2.5,1399642410
14123702,146725,86,3.0,885826254
3544346,36922,1687,3.0,974705429
10506984,108488,69757,4.0,1358770764
17828542,185000,357,5.0,940523038
17504379,181671,1635,3.5,1415944430
11257698,116768,113378,4.0,1466903066
5385500,55501,3211,3.0,1047093861
8593969,88630,5065,4.5,1090268288
23680348,245780,1196,5.0,953432510
22622577,235086,4857,5.0,1182741025
11364854,117941,2355,4.5,1323721096
25811391,268530,56145,3.5,1240029980
11338380,117640,1278,4.0,1144709404
22196607,230417,2338,0.5,1478828869
22858445,237489,2071,5.0,1022140986
21354145,221768,368,5.0,845471303
10986844,113602,8961,5.0,1250896138
1925769,19965,3152,4.0,951170158
8893188,91696,480,4.0,1005518100
21605887,224498,2529,5.0,1088893961
19221657,199608,8042,4.0,1239049183
12418738,128802,1625,4.5,1123179016
19858504,206407,6283,3.5,1225161687
12025072,124633,5609,0.5,1210301179
4888718,50310,2174,3.0,1125418189
23977658,248941,588,2.5,1449797262
19200812,199350,1955,4.0,958794219
1167541,12013,1197,4.0,1103590543
8770901,90485,78499,3.0,1281763335
17079474,177332,1344,3.5,1111218598
24294083,252324,4143,0.5,1120443931
16644319,173039,5053,2.5,1087367749
4182744,43426,4727,3.0,1006071580
8615013,88841,108932,2.5,1440969642
9289913,95910,1206,3.0,1060052760
16485002,171372,72720,3.5,1284319673
12125571,125757,160,3.0,843487635
23219691,240986,30822,5.0,1148346099
10176479,105008,589,3.5,1115849895
18700609,194231,1270,4.0,962917389
10278424,106092,912,5.0,1175225429
15786745,164198,122,3.0,1220157944
12693742,131718,55288,2.5,1438518440
16276125,169133,5666,4.0,1106191028
3208799,33341,4973,4.5,1210559724
1165477,12007,1233,2.5,1165485175
16016961,166732,1103,4.0,1105402240
8827610,90999,3646,3.0,1146212931
2976114,31036,1203,5.0,977735288
23314626,242006,55872,4.5,1211177194
12959613,134563,2123,3.0,993146531
24243219,251823,1923,4.0,1177687732
21764535,226025,1231,4.0,945140071
24461142,254198,5502,4.0,1164597534
19057633,197919,132,1.0,865513800
24188804,251231,2455,4.0,974053906
21980557,228311,3052,4.0,1084823648
5991253,61651,3707,3.5,1170123812
14506228,150781,96281,4.0,1356167214
17884824,185672,56775,3.5,1485069455
11319043,117437,2692,5.0,1113621916
22272719,231203,150,3.5,1274656701
23816521,247298,256,1.0,1126510558
14266656,148123,26131,4.5,1446910048
24137714,250683,8368,4.5,1262032741
2284909,23740,4016,5.0,1432758484
23652481,245542,231,2.0,1115903725
18552277,192569,648,3.5,1445786519
4346445,45025,1198,5.0,941916653
2314411,24025,36247,4.0,1459091573
22850168,237415,608,4.0,1122253442
1115674,11387,1684,3.0,943961488
255418,2644,253,1.0,832049361
22555917,234257,2527,3.0,974702959
7407304,76407,2987,4.0,1292178706
3126102,32629,1246,4.0,1451000503
4060036,42213,113378,3.5,1441862531
2724163,28268,3,2.0,1334602542
22847450,237377,3703,2.0,977248750
12805647,132899,2288,3.5,1129523459
12845989,133356,1704,4.0,1079678301
20711192,215212,4275,2.0,1037195361
9482979,97917,2858,5.0,941393652
15149961,157642,594,4.0,1092836943
16194295,168358,36401,2.5,1230401822
14825289,154201,2409,4.0,1491095048
18878940,196085,1721,2.0,898082997
7698819,79437,1407,4.0,1068424295
25964150,270213,4831,3.0,1030920873
3979906,41359,115210,4.5,1463860046
12268162,127329,2048,4.0,1483852261
11756413,121958,7292,2.5,1270130055
15885273,165256,538,3.0,968045438
3709457,38640,293,5.0,1469824134
14213659,147611,131753,2.0,1501465838
22430461,232810,4848,4.0,1330755693
9234222,95326,2881,4.5,1361674148
5635711,58044,1193,4.0,1031462357
18745455,194690,52712,2.0,1191666943
8486854,87367,6868,3.5,1112497997
23121666,240042,53894,4.5,1195954657
23647861,245478,1089,3.0,976550188
5578582,57436,3698,1.0,1409388119
22747798,236386,2617,2.0,1217358314
5085465,52314,442,3.0,1193169998
23007372,238953,60126,3.0,1472061468
18370355,190671,68954,2.5,1443922368
7649266,78971,1345,3.0,1121733944
16724810,173966,1541,2.5,1132056286
13153897,136685,3427,3.0,953613878
24879748,258705,1021,2.5,1301370834
5742607,59168,1272,5.0,1299904252
21254960,220764,3916,2.0,979226817
8258591,85160,2594,4.5,1432566956
12938891,134347,79132,3.5,1465985911
7593695,78447,51662,1.5,1440900601
20251999,210519,1202,3.0,950304463
11892209,123361,1303,5.0,938472781
7066725,72952,2269,3.5,1168279897
22387703,232321,590,4.0,841110369
25726080,267751,780,3.0,846593418
10728452,110794,2710,1.5,1202690458
18854019,195797,1617,4.0,883648870
15774461,164064,2068,5.0,1243392098
2298947,23893,1282,4.0,1155357497
1296034,13266,3066,3.0,1006842157
6523445,67329,1689,2.0,881512453
17145409,178012,46578,4.5,1172988609
5780135,59501,65682,2.5,1394239000
21001200,218245,7481,3.5,1193194920
9376953,96874,2624,3.0,1372081325
937559,9529,1385,3.0,966824667
9073837,93717,4063,3.0,1041368806
22658929,235402,3421,5.0,1336698845
17906395,185935,2019,2.0,896260924
2182870,22658,2311,4.0,951633678
19076440,198158,6947,4.5,1244423732
18864888,195935,1196,5.0,945025704
14238684,147844,4234,3.0,990393067
338958,3612,1270,3.0,1288215400
18731557,194588,2082,2.0,1432523709
15277340,159013,6539,4.0,1183005339
14071918,146185,3702,3.0,974784534
15106018,157163,3821,3.0,1138368918
545602,5614,4054,4.0,1257696899
7156747,73837,3578,5.0,1274198691
5811195,59756,52245,4.0,1249008364
18689203,194124,2376,3.0,956141178
7628341,78809,2432,3.5,1129006608
783098,8012,7173,3.0,1075606865
17087867,177421,2411,4.0,1485012755
7852643,80922,73572,4.5,1486808169
24779890,257615,344,3.0,842028584
18677656,193995,53996,2.5,1225255309
24029076,249486,2533,3.0,973194519
23480902,243689,1872,3.0,986000023
18074354,187645,4979,2.0,1131350912
18982211,197073,380,4.0,835611051
12637772,131175,4223,5.0,1145940120
21134352,219614,2571,5.0,1480519115
25422937,264715,1179,5.0,945109868
4810007,49523,158,4.0,834840033
22051891,228991,39419,3.0,1143680149
22780600,236720,87485,2.5,1364252540
21749581,225838,750,5.0,1144799407
1306279,13396,236,5.0,846655572
5491318,56638,541,5.0,1302051157
9835943,101403,1391,3.0,992638146
18830426,195580,353,5.0,840969294
2203976,22883,2100,3.0,1150560424
20713555,215240,6777,2.0,1465910691
9973132,102824,1091,3.5,1194622633
24345707,252838,3489,3.0,974496693
5815715,59799,593,4.0,1391851505
11366665,117961,143547,3.5,1466678546
17736046,184043,2542,3.0,1182314445
24325994,252626,6942,4.0,1391643949
15748241,163818,1597,3.0,941461573
3610480,37623,1269,4.5,1315200048
15567032,162085,1393,2.0,942877845
15740295,163709,1457,4.0,1004646030
13158756,136728,6711,4.5,1111480063
14768161,153591,73321,4.0,1364466437
1850286,19158,1270,4.5,1384046237
17468714,181257,3660,1.0,1081317510
20077961,208773,79057,3.5,1291566563
23358390,242433,904,5.0,992819568
7828402,80663,2012,1.0,965455859
11776145,122193,5617,3.0,1111754259
3698132,38525,1029,3.0,1049770897
2211067,22938,25,3.0,1025815684
1746774,18196,6942,0.5,1472119016
21107373,219312,317,3.0,1296432762
13132904,136465,376,4.0,858263958
25796790,268384,3114,2.0,1002126540
7515687,77583,2701,3.0,971231442
9547571,98483,741,3.0,1473647748
18504325,192080,2011,3.0,948666381
22090157,229380,1676,0.5,1151441724
14002086,145498,2643,2.5,1207596365
16249437,168832,1178,4.0,1206402141
229678,2469,4643,1.0,1332743973
13259959,137828,1888,3.0,942426761
13654754,141912,1198,5.0,939731113
16307001,169438,2528,4.0,1044684480
23335414,242216,1968,4.5,1057469673
13060103,135724,3752,1.0,1032838907
10094016,104122,4993,4.0,1286407340
7023029,72423,318,4.0,837115139
1040098,10586,736,1.5,1152034146
2304330,23928,86880,4.0,1436880644
8463914,87155,1693,2.0,939062452
23915511,248355,16,4.5,1285759526
8548085,88075,1064,3.0,1120297424
12299289,127579,2997,5.0,975392778
60656,634,1380,1.5,1138764284
10714817,110611,252,4.0,898557831
8169061,84199,122924,4.0,1499713550
12160053,126087,292,4.0,1222519853
2485100,25808,4357,4.0,1028693307
21014435,218389,6373,4.0,1488298798
16998341,176605,67997,5.0,1447304854
24591602,255585,589,4.0,1168027814
6891714,71112,1380,4.0,1149349755
20997211,218201,5013,3.5,1064365944
9821159,101276,4680,4.0,1462783949
7996355,82451,4291,3.0,996276082
3972898,41298,1193,4.5,1134712221
7262211,74831,63876,4.5,1251325005
12184572,126382,87222,3.5,1471411744
22719827,236128,800,4.0,940003204
3763425,39231,4993,4.0,1128580761
9410709,97179,89745,3.5,1481899351
18511473,192155,73319,3.5,1275290082
16629435,172853,900,3.0,1138326970
22261027,231074,751,0.5,1246972898
21240918,220617,111,5.0,940581148
19567849,203275,95309,4.0,1358529638
15977053,166237,47,4.5,1225318957
6981908,72028,148454,2.5,1467190671
5424334,55901,5903,3.5,1346660532
3610672,37623,2555,1.5,1260300401
25290598,263265,5092,3.0,1028254163
8253249,85091,103335,3.5,1437684636
24758127,257389,367,2.5,1376436103
25039513,260477,8019,4.0,1327446209
23661576,245640,1274,4.0,1437486939
6673018,68903,8644,4.0,1263591902
9199093,94985,6,4.5,1324846847
21417853,222509,586,3.0,835431545
4284910,44481,800,3.5,1111823063
20381725,211862,4886,4.0,1184650406
24184581,251204,1488,3.5,1120537979
1325030,13626,7361,4.0,1318939809
5921869,60964,46335,2.5,1325681546
20600666,214119,11,4.0,836609821
8944494,92340,3827,3.0,1451508819
4241773,44029,5444,3.5,1180544483
2150002,22304,4713,4.0,1059921412
3877238,40313,36517,3.0,1487199181
1640062,17024,434,4.0,972404670
24784803,257675,2747,1.0,1041960350
20738773,215518,33794,5.0,1422062133
2231128,23165,7767,4.5,1161478056
17281803,179432,1608,3.5,1102164063
11455940,118858,5418,4.0,1154377070
12955731,134518,481,2.5,1307120319
13526054,140609,4782,4.0,1047225026
22875957,237649,435,3.0,975648091
13459445,139956,1605,1.5,1097772000
21406465,222368,2916,4.0,1488322843
18898544,196210,2174,4.5,1248644820
7337282,75652,1221,5.0,1307375986
13383141,139137,2962,5.0,939147237
23791943,246977,5679,5.0,1088524684
4235774,43958,858,5.0,1304874412
3063099,31963,3310,4.0,1043851433
9087386,93824,30822,3.5,1180924947
21144189,219715,1608,4.0,946813181
22456258,233105,1221,2.0,956691393
20061592,208675,101739,3.0,1445905793
12635946,131170,953,4.0,976486630
17469678,181275,1208,5.0,941549364
1712352,17838,4560,1.0,1084803937
1692705,17621,2687,3.0,1003548975
818265,8363,1342,4.0,946580476
4474944,46011,1805,5.0,957180031
4567382,46907,434,2.0,847263985
19290645,200357,4084,3.0,1227219562
12222717,126818,2078,4.5,1087759233
15289838,159159,527,5.0,1154732146
9710421,100213,1641,3.0,1363406969
7648820,78970,1214,5.0,959289118
4961239,51027,34162,4.0,1439679686
256738,2654,1193,4.0,1334970205
21471031,223047,48774,3.5,1446915211
11887441,123282,4855,4.0,1024884735
21813402,226579,33495,3.0,1248288502
21530145,223677,410,3.0,841592543
